Age,Education,Department,Job_Title,Experience_Years,Num_Skills,Skills,Salary_USD,Salary_Label
23,Master's,Finance,Financial Analyst,1,6,"Java, Project Management, Communication, Python, Data Analysis, JavaScript",75682.3,High
24,High School,HR,HR Manager,3,2,"Leadership, JavaScript",32555.71,Low
25,Bachelor's,IT,Software Engineer,5,2,"Communication, Leadership",63222.25,Low
23,Bachelor's,Finance,CFO,1,6,"Java, Python, Cloud (AWS/GCP), Communication, Machine Learning, Leadership",48851.53,Low
26,Bachelor's,HR,Recruiter,6,6,"Project Management, Cloud (AWS/GCP), Python, Power BI, SQL, Excel",80541.09,High
26,Master's,Sales,Account Manager,1,3,"Project Management, Communication, SQL",54905.64,Low
24,Master's,IT,DevOps Engineer,0,4,"Power BI, Python, Communication, Machine Learning",67784.85,Low
22,High School,Data Science,Data Scientist,4,6,"Machine Learning, Leadership, Excel, SQL, Data Analysis, Project Management",48276.09,Low
31,Bachelor's,Data Science,ML Engineer,8,3,"Cloud (AWS/GCP), Java, Communication",73941.39,High
29,Master's,Marketing,SEO Analyst,4,2,"Excel, Python",58934.05,Low
33,Master's,Finance,Financial Analyst,8,5,"JavaScript, Cloud (AWS/GCP), SQL, Machine Learning, Python",79689.65,High
27,PhD,Finance,Accountant,2,3,"Java, Project Management, Leadership",76292.39,High
26,PhD,Marketing,Marketing Manager,2,6,"Data Analysis, Cloud (AWS/GCP), JavaScript, Communication, Machine Learning, SQL",74106.21,High
28,Bachelor's,Sales,Sales Executive,5,3,"Machine Learning, SQL, JavaScript",49994.97,Low
35,Bachelor's,Data Science,Data Scientist,14,3,"Python, Java, Leadership",84659.24,High
25,Master's,Sales,Account Manager,1,6,"Machine Learning, Excel, Java, Leadership, Cloud (AWS/GCP), Data Analysis",59843.51,Low
33,Master's,Marketing,SEO Analyst,10,2,"Python, Leadership",82192.35,High
29,Master's,IT,Software Engineer,4,7,"Communication, Power BI, JavaScript, Leadership, Data Analysis, Java, Project Management",78444.18,High
23,Bachelor's,Sales,Sales Executive,2,6,"SQL, Power BI, Cloud (AWS/GCP), Java, Data Analysis, Communication",59600.86,Low
26,Bachelor's,Operations,Logistics Head,4,4,"Python, Data Analysis, Machine Learning, Cloud (AWS/GCP)",50487.11,Low
26,Bachelor's,IT,Software Engineer,5,7,"Java, Power BI, Cloud (AWS/GCP), Project Management, JavaScript, Machine Learning, Data Analysis",73741.52,High
26,PhD,Operations,Operations Manager,0,4,"JavaScript, SQL, Java, Python",78593.39,High
23,Bachelor's,HR,HR Manager,3,7,"JavaScript, Power BI, Leadership, Cloud (AWS/GCP), Excel, Data Analysis, Project Management",31551.9,Low
31,Master's,Operations,Logistics Head,8,4,"Python, SQL, Project Management, Communication",65447.66,Low
29,Master's,Finance,Financial Analyst,4,7,"Java, Excel, Cloud (AWS/GCP), Power BI, Communication, Leadership, Machine Learning",81581.68,High
24,Master's,Marketing,Content Writer,2,3,"Java, Machine Learning, Power BI",52597.07,Low
29,Bachelor's,HR,Recruiter,6,3,"Data Analysis, Java, JavaScript",63284.3,Low
29,High School,Marketing,SEO Analyst,8,4,"Communication, Leadership, Data Analysis, Excel",51545.3,Low
23,Bachelor's,Sales,Sales Executive,0,5,"Communication, Python, Machine Learning, JavaScript, Java",47390.8,Low
34,High School,Data Science,ML Engineer,13,3,"Machine Learning, Project Management, Python",79491.91,High
30,Bachelor's,IT,QA Engineer,9,3,"Leadership, Java, Communication",72334.94,High
22,Bachelor's,IT,QA Engineer,1,4,"Project Management, Excel, Python, Data Analysis",65086.21,Low
21,High School,HR,Training Specialist,3,6,"Power BI, JavaScript, Communication, Cloud (AWS/GCP), Machine Learning, Leadership",42357.07,Low
29,Bachelor's,Marketing,SEO Analyst,7,4,"Cloud (AWS/GCP), Leadership, Excel, JavaScript",63132.38,Low
28,Master's,Sales,Sales Executive,6,3,"Excel, Project Management, Power BI",70194.75,High
26,Master's,Operations,Operations Manager,3,2,"Project Management, Communication",60586.37,Low
20,High School,IT,Software Engineer,2,3,"Java, Excel, Power BI",39293.39,Low
26,Master's,Finance,Financial Analyst,1,6,"Power BI, Python, Data Analysis, Java, Machine Learning, JavaScript",77695.27,High
27,PhD,IT,Software Engineer,0,5,"Data Analysis, JavaScript, Cloud (AWS/GCP), Leadership, Python",88295.11,High
33,Master's,Finance,Accountant,9,3,"Machine Learning, SQL, Leadership",80378.92,High
22,High School,Sales,Sales Head,2,5,"Project Management, Excel, Leadership, Communication, Power BI",42878.69,Low
22,Master's,Marketing,Marketing Manager,0,7,"Power BI, Python, JavaScript, Cloud (AWS/GCP), Project Management, Java, Data Analysis",57961.0,Low
26,Bachelor's,Marketing,Content Writer,4,6,"Excel, Machine Learning, Data Analysis, SQL, Power BI, Leadership",48173.08,Low
25,Master's,Finance,Accountant,2,5,"Project Management, Cloud (AWS/GCP), Python, Excel, Data Analysis",63772.4,Low
28,Bachelor's,Operations,Logistics Head,5,7,"Java, Machine Learning, Project Management, Leadership, Cloud (AWS/GCP), Power BI, JavaScript",70536.61,High
25,Master's,Operations,Operations Manager,3,4,"Python, SQL, Cloud (AWS/GCP), Project Management",60732.35,Low
26,Bachelor's,HR,Recruiter,5,5,"SQL, Leadership, Communication, Project Management, Machine Learning",42425.89,Low
29,Bachelor's,Data Science,Data Scientist,9,3,"Excel, Power BI, SQL",79861.6,High
37,Bachelor's,Finance,Accountant,17,3,"SQL, Java, Leadership",99985.74,High
24,Bachelor's,Marketing,Marketing Manager,1,7,"Machine Learning, Project Management, JavaScript, Python, Java, Data Analysis, Communication",47946.92,Low
28,Master's,Sales,Account Manager,4,7,"SQL, Power BI, Project Management, Leadership, Excel, Cloud (AWS/GCP), JavaScript",75418.98,High
25,Master's,HR,Recruiter,0,6,"Power BI, Python, Java, Data Analysis, Cloud (AWS/GCP), Communication",63684.31,Low
22,Bachelor's,Finance,Accountant,1,4,"Cloud (AWS/GCP), Leadership, Java, Python",56944.54,Low
21,Bachelor's,Finance,CFO,1,6,"Power BI, SQL, Data Analysis, Cloud (AWS/GCP), Machine Learning, Python",55785.07,Low
31,Master's,Operations,Logistics Head,9,4,"SQL, Java, Excel, Cloud (AWS/GCP)",75493.2,High
25,Master's,Sales,Sales Executive,1,7,"Project Management, Machine Learning, Cloud (AWS/GCP), JavaScript, Java, Excel, Data Analysis",61742.85,Low
27,Bachelor's,Operations,Operations Manager,4,3,"SQL, Leadership, Communication",51391.45,Low
24,Bachelor's,Data Science,ML Engineer,4,2,"JavaScript, Machine Learning",66110.92,Low
27,Master's,Marketing,Content Writer,3,7,"Python, Communication, Project Management, Data Analysis, Cloud (AWS/GCP), Power BI, Excel",73945.63,High
32,Bachelor's,HR,HR Manager,9,6,"Power BI, JavaScript, Communication, Leadership, Data Analysis, Java",71786.97,High
28,Master's,Marketing,Content Writer,5,2,"SQL, Python",68007.89,Low
43,Bachelor's,IT,Software Engineer,21,5,"SQL, Leadership, Cloud (AWS/GCP), Data Analysis, Project Management",108201.09,High
25,Bachelor's,Finance,Financial Analyst,3,3,"Python, Cloud (AWS/GCP), SQL",62699.85,Low
28,PhD,HR,Training Specialist,3,2,"Excel, SQL",86369.85,High
29,Master's,IT,DevOps Engineer,7,5,"Machine Learning, Excel, Cloud (AWS/GCP), Python, JavaScript",93307.12,High
30,PhD,Sales,Account Manager,3,7,"Project Management, SQL, Python, Leadership, Data Analysis, Communication, Power BI",79292.66,High
28,Bachelor's,Sales,Sales Head,5,5,"Machine Learning, Leadership, Java, Project Management, SQL",52478.75,Low
27,Bachelor's,Data Science,Data Scientist,6,5,"SQL, Communication, Java, Power BI, Data Analysis",60979.48,Low
22,Bachelor's,Finance,Financial Analyst,0,2,"Python, Cloud (AWS/GCP)",47170.89,Low
28,Bachelor's,Sales,Account Manager,5,5,"Cloud (AWS/GCP), Project Management, Excel, Machine Learning, Leadership",67536.29,Low
23,Bachelor's,Sales,Account Manager,1,6,"Project Management, SQL, JavaScript, Java, Excel, Machine Learning",44362.31,Low
21,High School,IT,DevOps Engineer,2,7,"Cloud (AWS/GCP), Machine Learning, Power BI, Data Analysis, Excel, Java, Leadership",51761.08,Low
27,High School,HR,HR Manager,8,7,"Java, Project Management, Power BI, Cloud (AWS/GCP), JavaScript, Python, Machine Learning",58059.64,Low
27,Master's,Marketing,Marketing Manager,4,2,"Java, Machine Learning",70229.02,High
38,High School,IT,DevOps Engineer,20,3,"Java, Communication, JavaScript",80521.96,High
32,Bachelor's,HR,HR Manager,9,2,"JavaScript, SQL",60470.67,Low
21,High School,Data Science,Data Scientist,3,3,"Leadership, Excel, Machine Learning",55090.68,Low
21,High School,Operations,Supply Chain Analyst,3,6,"JavaScript, Data Analysis, Leadership, Communication, SQL, Power BI",41902.94,Low
29,Bachelor's,Sales,Sales Executive,8,6,"Java, JavaScript, Data Analysis, Leadership, Power BI, Cloud (AWS/GCP)",74389.6,High
36,Master's,HR,Recruiter,11,6,"Machine Learning, JavaScript, Data Analysis, Communication, Cloud (AWS/GCP), Project Management",94416.39,High
23,Master's,Data Science,Data Scientist,0,3,"Java, Leadership, Python",79391.46,High
24,Bachelor's,Marketing,Content Writer,1,4,"JavaScript, Python, Leadership, Project Management",43832.9,Low
21,Bachelor's,Marketing,Marketing Manager,0,4,"Excel, Power BI, Data Analysis, Leadership",45048.17,Low
32,Bachelor's,Sales,Sales Head,11,2,"Project Management, Leadership",52664.14,Low
23,Bachelor's,Data Science,Data Scientist,3,6,"Excel, Project Management, Communication, Cloud (AWS/GCP), SQL, Machine Learning",68646.02,Low
38,High School,Finance,CFO,20,4,"Machine Learning, JavaScript, Java, Excel",103912.39,High
24,PhD,Operations,Supply Chain Analyst,0,3,"Communication, SQL, Python",51368.55,Low
24,Master's,Finance,CFO,0,7,"Java, Cloud (AWS/GCP), Data Analysis, Project Management, Leadership, SQL, Communication",78321.92,High
25,Bachelor's,HR,HR Manager,2,2,"Data Analysis, Leadership",49313.74,Low
25,Bachelor's,Sales,Account Manager,5,5,"Power BI, Java, Python, Machine Learning, Leadership",58730.35,Low
24,Bachelor's,Operations,Operations Manager,1,5,"Python, Excel, Data Analysis, JavaScript, Project Management",59523.8,Low
24,Bachelor's,Finance,CFO,2,3,"Data Analysis, Project Management, Java",58574.36,Low
21,Bachelor's,IT,QA Engineer,0,4,"Power BI, JavaScript, Leadership, Machine Learning",48071.43,Low
26,Master's,Marketing,Content Writer,1,3,"Data Analysis, Project Management, Power BI",63650.97,Low
28,Bachelor's,HR,HR Manager,7,5,"Communication, Project Management, Cloud (AWS/GCP), Python, SQL",62330.04,Low
35,Master's,Marketing,Marketing Manager,11,5,"Data Analysis, Python, SQL, JavaScript, Leadership",88112.23,High
25,Bachelor's,Sales,Sales Executive,4,3,"JavaScript, Java, Project Management",47117.52,Low
31,Bachelor's,Sales,Account Manager,11,7,"Excel, Java, Machine Learning, Python, JavaScript, Project Management, Power BI",78032.3,High
24,Master's,IT,DevOps Engineer,0,2,"Python, SQL",71730.86,High
23,Bachelor's,HR,HR Manager,0,2,"Power BI, Machine Learning",31719.34,Low
27,PhD,IT,DevOps Engineer,1,2,"Power BI, Machine Learning",93992.34,High
23,Bachelor's,Finance,Accountant,1,5,"Java, Python, Leadership, Power BI, Excel",53401.0,Low
23,Bachelor's,IT,DevOps Engineer,3,6,"Project Management, Communication, JavaScript, Excel, Java, Python",54038.84,Low
26,Bachelor's,Operations,Operations Manager,4,5,"Cloud (AWS/GCP), Leadership, SQL, Communication, Python",58806.68,Low
29,Master's,Finance,Financial Analyst,4,4,"Excel, SQL, Power BI, JavaScript",84693.74,High
39,Bachelor's,Data Science,Data Scientist,18,5,"Data Analysis, Power BI, SQL, Cloud (AWS/GCP), Python",98622.63,High
40,PhD,Marketing,Marketing Manager,15,5,"Project Management, Machine Learning, JavaScript, Python, Data Analysis",115647.49,High
28,Master's,Sales,Sales Head,3,5,"Power BI, Python, SQL, Leadership, Communication",72407.02,High
30,Master's,Finance,Accountant,6,7,"Data Analysis, SQL, Leadership, Java, Python, Cloud (AWS/GCP), Excel",76984.16,High
25,Master's,Sales,Sales Head,1,5,"Excel, SQL, JavaScript, Python, Power BI",77108.95,High
25,High School,Marketing,SEO Analyst,6,7,"SQL, Power BI, Machine Learning, Project Management, JavaScript, Leadership, Python",59404.7,Low
25,Bachelor's,Finance,Accountant,2,7,"Data Analysis, Communication, Power BI, Excel, Project Management, Machine Learning, Leadership",63981.69,Low
31,Bachelor's,Finance,CFO,10,6,"Data Analysis, Cloud (AWS/GCP), Power BI, Excel, Communication, Machine Learning",73068.01,High
25,Master's,Operations,Operations Manager,1,3,"Project Management, Data Analysis, Communication",59356.42,Low
26,Bachelor's,Sales,Sales Executive,4,4,"Communication, SQL, Project Management, Python",46071.09,Low
24,Bachelor's,Data Science,Data Scientist,2,7,"Machine Learning, SQL, Data Analysis, Power BI, Communication, JavaScript, Cloud (AWS/GCP)",64075.39,Low
24,Bachelor's,IT,QA Engineer,2,7,"Python, Leadership, Machine Learning, Project Management, SQL, Communication, Excel",61763.8,Low
23,Bachelor's,Marketing,Content Writer,1,5,"Python, Power BI, Excel, Leadership, Java",50019.43,Low
27,Master's,Marketing,Content Writer,2,6,"Java, Machine Learning, Data Analysis, Project Management, JavaScript, Communication",60906.79,Low
25,Master's,Finance,Financial Analyst,1,2,"Data Analysis, JavaScript",55760.48,Low
30,PhD,Marketing,Content Writer,5,3,"Data Analysis, Project Management, Power BI",82998.6,High
30,Bachelor's,Marketing,Content Writer,7,5,"Leadership, Data Analysis, JavaScript, Java, Cloud (AWS/GCP)",71031.27,High
41,PhD,Marketing,SEO Analyst,15,7,"Cloud (AWS/GCP), Communication, Machine Learning, Project Management, Data Analysis, Power BI, SQL",116119.86,High
43,Master's,Sales,Sales Executive,20,7,"Excel, Python, Power BI, Java, JavaScript, Machine Learning, Leadership",100639.14,High
40,PhD,IT,DevOps Engineer,15,7,"Excel, Leadership, SQL, Power BI, Machine Learning, Cloud (AWS/GCP), JavaScript",122025.58,High
29,Master's,Marketing,Content Writer,5,4,"Excel, JavaScript, Machine Learning, SQL",78837.74,High
24,Master's,Operations,Operations Manager,0,3,"Java, Communication, Project Management",69207.58,Low
27,Bachelor's,Finance,CFO,5,2,"Machine Learning, SQL",74876.08,High
27,Bachelor's,HR,HR Manager,7,3,"Excel, Power BI, Machine Learning",72242.73,High
27,Bachelor's,Operations,Supply Chain Analyst,5,6,"Machine Learning, Java, Communication, Power BI, Data Analysis, Project Management",49466.03,Low
26,Master's,Marketing,Marketing Manager,4,4,"Data Analysis, Python, Leadership, JavaScript",68961.7,Low
24,PhD,HR,HR Manager,0,5,"Machine Learning, Java, Leadership, Power BI, JavaScript",72705.13,High
22,Master's,Operations,Logistics Head,0,4,"Machine Learning, Cloud (AWS/GCP), JavaScript, SQL",51695.39,Low
24,Bachelor's,HR,HR Manager,4,4,"Cloud (AWS/GCP), JavaScript, Python, Project Management",48560.51,Low
26,Bachelor's,Marketing,Content Writer,4,6,"Cloud (AWS/GCP), Communication, Data Analysis, Project Management, Excel, Leadership",44686.33,Low
34,Master's,Operations,Supply Chain Analyst,12,2,"Data Analysis, Python",73663.39,High
38,Master's,HR,HR Manager,16,3,"Power BI, JavaScript, Java",106141.94,High
19,High School,HR,Training Specialist,0,6,"Communication, Java, Leadership, Python, Cloud (AWS/GCP), Power BI",20034.52,Low
39,Bachelor's,IT,Software Engineer,17,7,"JavaScript, Machine Learning, SQL, Data Analysis, Java, Leadership, Excel",97152.93,High
24,Bachelor's,Sales,Sales Executive,2,5,"Cloud (AWS/GCP), JavaScript, Python, Project Management, Data Analysis",45933.83,Low
29,Master's,Data Science,ML Engineer,4,2,"Data Analysis, Communication",76914.06,High
27,Bachelor's,Operations,Operations Manager,4,3,"Python, Power BI, Excel",53920.22,Low
32,Bachelor's,Sales,Sales Head,12,5,"Excel, Project Management, Machine Learning, Data Analysis, Java",79993.71,High
27,Master's,Marketing,Content Writer,2,4,"Python, Data Analysis, SQL, Power BI",60630.57,Low
27,Master's,Finance,Accountant,2,2,"Machine Learning, Project Management",64471.1,Low
19,High School,Finance,Financial Analyst,0,7,"Java, Power BI, Data Analysis, Cloud (AWS/GCP), SQL, Machine Learning, Communication",51920.38,Low
34,PhD,Sales,Account Manager,8,6,"Excel, Project Management, Power BI, Machine Learning, JavaScript, Data Analysis",79256.5,High
20,Bachelor's,IT,Software Engineer,0,7,"SQL, Cloud (AWS/GCP), Communication, JavaScript, Excel, Java, Power BI",51888.98,Low
25,Master's,IT,Software Engineer,2,6,"Cloud (AWS/GCP), Leadership, Python, Machine Learning, Power BI, Java",64743.95,Low
28,Bachelor's,IT,DevOps Engineer,6,2,"SQL, Communication",52795.68,Low
25,Bachelor's,Sales,Account Manager,2,7,"Java, Excel, Machine Learning, Leadership, JavaScript, Communication, Python",76269.98,High
21,Bachelor's,Finance,CFO,1,2,"Python, Machine Learning",52458.71,Low
30,Bachelor's,IT,Software Engineer,7,5,"JavaScript, Cloud (AWS/GCP), Python, Excel, Power BI",82201.65,High
28,Bachelor's,Operations,Operations Manager,8,2,"Cloud (AWS/GCP), Leadership",75316.35,High
27,Bachelor's,IT,QA Engineer,4,3,"Communication, Power BI, Cloud (AWS/GCP)",58079.11,Low
24,Master's,IT,QA Engineer,1,5,"Cloud (AWS/GCP), JavaScript, Project Management, Data Analysis, Communication",73274.78,High
31,Master's,HR,Training Specialist,7,6,"Project Management, JavaScript, Machine Learning, SQL, Communication, Cloud (AWS/GCP)",62352.68,Low
23,Master's,IT,QA Engineer,1,3,"Machine Learning, Power BI, Project Management",69998.94,Low
43,Bachelor's,Marketing,Content Writer,20,7,"Leadership, Communication, JavaScript, Machine Learning, Excel, Python, Java",93196.64,High
30,Bachelor's,Marketing,Content Writer,9,6,"Python, Machine Learning, Data Analysis, Project Management, SQL, Leadership",71024.03,High
30,Master's,Finance,CFO,6,7,"Java, Leadership, Machine Learning, Data Analysis, Cloud (AWS/GCP), JavaScript, Python",89121.71,High
39,PhD,Marketing,Marketing Manager,15,6,"Python, Java, Cloud (AWS/GCP), Project Management, Machine Learning, Leadership",113806.67,High
42,Master's,Data Science,ML Engineer,20,4,"Communication, Python, Machine Learning, Leadership",126807.77,High
40,Master's,HR,Recruiter,16,2,"Machine Learning, Cloud (AWS/GCP)",88280.68,High
27,PhD,IT,QA Engineer,3,3,"Excel, Project Management, Data Analysis",85648.31,High
31,Master's,HR,Recruiter,7,3,"Cloud (AWS/GCP), Python, JavaScript",69502.79,Low
31,PhD,Operations,Operations Manager,5,5,"Machine Learning, JavaScript, Python, Excel, Leadership",82290.79,High
21,Bachelor's,IT,QA Engineer,0,6,"Excel, Data Analysis, JavaScript, Java, Leadership, Machine Learning",60255.4,Low
36,Master's,Finance,Financial Analyst,13,3,"SQL, Excel, Machine Learning",89421.7,High
26,PhD,Operations,Supply Chain Analyst,0,7,"Excel, Cloud (AWS/GCP), Python, Power BI, Communication, Leadership, JavaScript",76560.75,High
23,Bachelor's,Marketing,Content Writer,3,5,"JavaScript, Communication, Machine Learning, Data Analysis, Project Management",45610.86,Low
27,High School,Operations,Operations Manager,7,6,"Python, SQL, Communication, Project Management, Leadership, Java",52144.61,Low
23,Bachelor's,Sales,Sales Head,1,3,"Java, Machine Learning, Excel",47567.95,Low
23,Master's,Data Science,Data Analyst,0,2,"Project Management, Leadership",70497.36,High
24,Master's,IT,DevOps Engineer,0,4,"Python, Excel, Machine Learning, Data Analysis",62427.46,Low
23,High School,HR,Training Specialist,2,7,"Excel, Cloud (AWS/GCP), JavaScript, Leadership, Project Management, Java, Data Analysis",35330.69,Low
27,Master's,Sales,Account Manager,2,4,"Java, Communication, Cloud (AWS/GCP), JavaScript",69348.93,Low
31,Master's,Marketing,SEO Analyst,8,2,"Excel, Project Management",78656.03,High
27,Master's,Finance,CFO,3,7,"Excel, Leadership, Data Analysis, Power BI, Machine Learning, Communication, Project Management",76587.53,High
28,Master's,HR,Training Specialist,6,2,"Machine Learning, Project Management",67178.58,Low
22,Bachelor's,Data Science,Data Scientist,1,7,"Excel, JavaScript, Data Analysis, Python, Power BI, Leadership, SQL",59057.02,Low
22,High School,HR,HR Manager,2,3,"Cloud (AWS/GCP), Communication, Java",40267.88,Low
22,High School,Finance,CFO,3,4,"Cloud (AWS/GCP), SQL, Project Management, Power BI",48996.08,Low
46,Bachelor's,HR,Training Specialist,25,6,"Java, Machine Learning, Cloud (AWS/GCP), Leadership, Excel, Communication",113214.93,High
41,Master's,IT,Software Engineer,19,3,"Power BI, Cloud (AWS/GCP), JavaScript",120794.22,High
24,Bachelor's,Operations,Logistics Head,4,7,"Python, Machine Learning, Data Analysis, Java, JavaScript, Communication, Project Management",48239.21,Low
27,Master's,Data Science,Data Analyst,2,7,"Leadership, Project Management, Machine Learning, Cloud (AWS/GCP), Python, Power BI, SQL",81654.45,High
27,Master's,Finance,Financial Analyst,3,5,"Power BI, Data Analysis, Leadership, Cloud (AWS/GCP), Communication",78462.45,High
31,Bachelor's,Marketing,Marketing Manager,9,6,"JavaScript, Data Analysis, Machine Learning, SQL, Excel, Leadership",70188.07,High
26,Bachelor's,Sales,Sales Head,5,4,"Project Management, Data Analysis, Java, JavaScript",71474.05,High
26,Bachelor's,Sales,Account Manager,3,2,"Power BI, SQL",50879.94,Low
26,Master's,Operations,Logistics Head,2,5,"SQL, JavaScript, Leadership, Machine Learning, Power BI",73487.42,High
21,Bachelor's,Sales,Sales Head,0,2,"SQL, Machine Learning",49415.95,Low
27,Master's,Sales,Sales Head,3,2,"Data Analysis, Machine Learning",55281.98,Low
27,Master's,IT,DevOps Engineer,5,4,"Python, Leadership, Project Management, Java",64690.55,Low
36,Bachelor's,Operations,Operations Manager,13,3,"Data Analysis, JavaScript, Leadership",77991.25,High
25,Bachelor's,Sales,Account Manager,3,5,"Python, Machine Learning, Cloud (AWS/GCP), Project Management, JavaScript",60919.69,Low
27,Bachelor's,Operations,Supply Chain Analyst,6,6,"JavaScript, Excel, Project Management, Data Analysis, Python, SQL",53436.25,Low
28,Bachelor's,HR,HR Manager,5,3,"Power BI, Project Management, Machine Learning",58086.42,Low
29,Bachelor's,Sales,Sales Executive,7,4,"Communication, Data Analysis, JavaScript, SQL",71884.36,High
41,Bachelor's,Operations,Logistics Head,18,5,"Cloud (AWS/GCP), Data Analysis, Java, Python, Leadership",95748.75,High
25,Master's,Finance,Accountant,2,6,"SQL, Cloud (AWS/GCP), JavaScript, Python, Data Analysis, Project Management",74288.22,High
28,PhD,Data Science,Data Analyst,2,3,"Machine Learning, Communication, Leadership",91699.85,High
34,Master's,IT,QA Engineer,12,6,"Leadership, Data Analysis, Machine Learning, Communication, Excel, SQL",95853.03,High
24,Bachelor's,Sales,Sales Executive,1,4,"Excel, Machine Learning, Data Analysis, JavaScript",52353.04,Low
25,Master's,Marketing,SEO Analyst,3,5,"Machine Learning, JavaScript, Project Management, Data Analysis, Java",57587.73,Low
24,Bachelor's,HR,HR Manager,1,7,"Excel, Machine Learning, Power BI, Leadership, JavaScript, Python, Project Management",39418.33,Low
25,Bachelor's,Sales,Sales Head,3,5,"Power BI, Cloud (AWS/GCP), Machine Learning, Java, Communication",50222.89,Low
26,Master's,Operations,Supply Chain Analyst,2,5,"Leadership, Python, SQL, Communication, Power BI",72364.4,High
24,Bachelor's,HR,Training Specialist,3,7,"Python, Communication, Machine Learning, Java, Excel, Data Analysis, Project Management",65931.41,Low
32,Master's,Data Science,Data Analyst,9,5,"Communication, Machine Learning, Java, Excel, Python",94198.14,High
26,Master's,HR,Recruiter,2,5,"Power BI, Data Analysis, Python, Leadership, Project Management",62968.87,Low
35,PhD,Sales,Sales Executive,9,3,"Excel, SQL, Power BI",82177.37,High
45,Master's,Finance,Financial Analyst,20,6,"Project Management, Power BI, JavaScript, Communication, Machine Learning, SQL",117333.23,High
20,Bachelor's,Data Science,Data Analyst,0,4,"Cloud (AWS/GCP), Machine Learning, Data Analysis, Python",46975.18,Low
26,Master's,HR,Training Specialist,3,6,"Power BI, Leadership, Cloud (AWS/GCP), Excel, Python, Java",60757.17,Low
34,Master's,Data Science,Data Analyst,9,7,"Project Management, SQL, Excel, Machine Learning, Power BI, Leadership, Cloud (AWS/GCP)",103366.91,High
24,Bachelor's,Sales,Sales Executive,2,6,"Project Management, JavaScript, SQL, Cloud (AWS/GCP), Data Analysis, Python",60255.19,Low
36,Master's,Data Science,ML Engineer,12,3,"Java, Excel, Machine Learning",92721.22,High
31,Bachelor's,HR,Recruiter,10,4,"Communication, SQL, Cloud (AWS/GCP), Java",72772.23,High
31,Bachelor's,Data Science,Data Analyst,10,6,"Project Management, Java, Leadership, Communication, Machine Learning, Data Analysis",83960.8,High
25,Bachelor's,IT,Software Engineer,5,6,"Cloud (AWS/GCP), Python, Project Management, SQL, Java, Communication",76453.85,High
26,Bachelor's,IT,Software Engineer,6,6,"Cloud (AWS/GCP), JavaScript, Machine Learning, Project Management, Data Analysis, Communication",63009.53,Low
22,Bachelor's,HR,Recruiter,1,4,"Project Management, Python, Cloud (AWS/GCP), Leadership",50466.12,Low
21,Bachelor's,Finance,Financial Analyst,1,3,"Python, Communication, Power BI",57155.11,Low
23,Bachelor's,Finance,CFO,0,6,"Leadership, Communication, Java, SQL, Cloud (AWS/GCP), Excel",68462.08,Low
24,Master's,HR,Recruiter,0,5,"Java, Cloud (AWS/GCP), Data Analysis, JavaScript, Project Management",61926.92,Low
30,Bachelor's,Marketing,Marketing Manager,9,4,"Data Analysis, SQL, Excel, Power BI",58340.58,Low
33,PhD,HR,Training Specialist,7,4,"Power BI, Project Management, Leadership, Cloud (AWS/GCP)",88660.25,High
22,Bachelor's,Sales,Sales Executive,1,5,"Python, Leadership, Cloud (AWS/GCP), Data Analysis, JavaScript",45747.02,Low
20,Bachelor's,Operations,Operations Manager,0,7,"SQL, Java, Machine Learning, Communication, Leadership, Excel, Power BI",60886.75,Low
27,Master's,HR,Training Specialist,2,3,"Leadership, JavaScript, Cloud (AWS/GCP)",64292.72,Low
30,Bachelor's,IT,DevOps Engineer,10,2,"Python, Cloud (AWS/GCP)",76405.39,High
22,Bachelor's,Sales,Sales Head,0,7,"Communication, SQL, Excel, Machine Learning, JavaScript, Python, Power BI",53216.71,Low
29,Bachelor's,Data Science,Data Scientist,9,6,"Power BI, SQL, Data Analysis, Project Management, Excel, Communication",99048.67,High
24,Master's,IT,QA Engineer,0,7,"Project Management, SQL, Python, Data Analysis, Java, Communication, Excel",70901.91,High
32,Bachelor's,Marketing,Content Writer,9,5,"SQL, Machine Learning, Excel, Java, Data Analysis",48978.0,Low
30,Bachelor's,Finance,CFO,9,5,"Python, SQL, Power BI, Project Management, Excel",70080.45,High
35,Bachelor's,Finance,CFO,13,5,"Project Management, Leadership, JavaScript, Data Analysis, SQL",78398.67,High
28,Master's,Sales,Sales Executive,4,7,"Machine Learning, Data Analysis, Power BI, Communication, Excel, Java, Project Management",75389.25,High
32,Master's,Sales,Account Manager,7,2,"Project Management, JavaScript",87391.54,High
27,Master's,Operations,Supply Chain Analyst,4,3,"Power BI, Data Analysis, Java",59810.44,Low
25,Master's,Finance,Accountant,3,5,"Power BI, Project Management, Machine Learning, Data Analysis, Python",69873.37,Low
30,Master's,IT,DevOps Engineer,6,5,"Cloud (AWS/GCP), Python, Java, Data Analysis, Power BI",82797.25,High
24,Bachelor's,Data Science,Data Analyst,3,3,"SQL, JavaScript, Python",67163.13,Low
22,Master's,Sales,Sales Executive,0,5,"Excel, Cloud (AWS/GCP), Machine Learning, Python, Leadership",53962.39,Low
30,Master's,IT,QA Engineer,7,6,"SQL, Cloud (AWS/GCP), Machine Learning, Python, Project Management, Communication",92623.35,High
26,Master's,IT,Software Engineer,2,2,"Leadership, Communication",73392.54,High
